haltung,pdf_file,pdf_kb,text_len,format,entries,readable
"7.6156-6155","20180621_7.6156-6155.pdf",261,5844,Fretz_Format,11,True
"7.6172-6164","20180620_7.6172-6164.pdf",296,5456,Fretz_Format,8,True
"7.6173-6164","20180620_7.6173-6164.pdf",225,5063,Fretz_Format,8,True
"7.6201-6203","20180620_7.6201-6203.pdf",213,4606,Fretz_Format,5,True
"7.6202-6160","20180620_7.6202-6160.pdf",252,5768,Fretz_Format,8,True
"7.6244-6243","20180618_7.6244-6243.pdf",261,5864,Fretz_Format,7,True
"7.6258-6245","20180618_7.6258-6245.pdf",242,5997,Fretz_Format,7,True
"7.6269-6268","20180619_7.6269-6268.pdf",238,5295,Fretz_Format,9,True
"7.6270-6268","20180619_7.6270-6268.pdf",308,6091,Fretz_Format,6,True
"7.6282-6273","20181615_7.6282-6273.pdf",282,6458,Fretz_Format,8,True
"7.6292-6290","20180615_7.6292-6290.pdf",245,4919,Fretz_Format,5,True
"7.6318-6316","20180615_7.6318-6316.pdf",545,8452,Fretz_Format,12,True
"7.6333-6321","20180614_7.6333-6321.pdf",430,6795,Fretz_Format,10,True
"7.6344-6342","20180614_7.6344-6342.pdf",334,7204,Fretz_Format,14,True
"7.6353-6351","20180614_7.6353-6352.pdf",226,4546,Fretz_Format,6,True
"7.6589-6587","20230927_7.6589-6587.pdf",3283,10282,Fretz_Format,7,True
"7.6592-6587","20230927_7.6592-6587.pdf",4184,11086,Fretz_Format,10,True
"7.6596-6587","20230927_7.6596-6587.pdf",2482,9281,Fretz_Format,9,True
"7.6663-6587","20230927_7.6663-6587.pdf",1221,5983,Fretz_Format,3,True
"7.6842-2397","20200609_7.6842-2397.pdf",1202,5493,Fretz_Format,10,True
"7.6884-6883","20180613_7.6884-6883.pdf",417,6880,Fretz_Format,9,True
"7.6895-6893","20180613_7.6895-6893.pdf",270,6376,Fretz_Format,10,True
"7.6896-6893","20180613_7.6896-6893.pdf",175,4628,Fretz_Format,5,True
"7.6897-6893","20180613_7.6897-6893.pdf",252,5668,Fretz_Format,9,True
"7.6947-6945","20180619_6947-6945.pdf",369,6309,Fretz_Format,9,True
"7.7027-6898","20180613_7.7027-6898.pdf",254,6433,Fretz_Format,6,True
"7.7028-6898","20180613_7.7028-6898.pdf",284,7224,Fretz_Format,12,True
"7.7075-7598","20230918_7.7075-7598.pdf",530,5672,Fretz_Format,4,True
"7.7163-7602","20230918_7.7163-7602.pdf",421,5440,Fretz_Format,2,True
"7.7280-7282","20180618_7.7280-7282.pdf",210,4664,Fretz_Format,3,True
"7.7336-8266","20240902_7.7336-8266.pdf",4090,26475,WinCan_Standard,21,True
"7.77462-77463","20250922_7.77462-77463.pdf",1054,5408,Fretz_Format,3,True
"7.7753-6273","20180615_7.7753-6273.pdf",269,5842,Fretz_Format,7,True
"7.78219-78623","20250916_7.78219-78623.pdf",1740,12041,Fretz_Format,11,True
"7.8270-7.8269","20240902_7.8270-7.8269.pdf",832,7026,WinCan_Standard,6,True
"7.8274-7.8273","20200505_7.8274-7.8273.pdf",823,6266,Fretz_Format,7,True
"7.999001-35605","20190618_7.999001-35605.pdf",1189,8542,Fretz_Format,14,True
"7.999003-3117","20200609_7.999003-3117.pdf",1046,6095,Fretz_Format,9,True
"7.999003-35920","20190605_7.999003-35920.pdf",1693,7287,Fretz_Format,2,True
"7.999003-36388","20190618_7.999003-36388.pdf",1656,6376,Fretz_Format,8,True
"7.999004-36390","20190618_7.999004-36390.pdf",1265,5194,Fretz_Format,8,True
"7.999021-509","20200508_7.999021-509.pdf",3143,12610,Fretz_Format,6,True
"7.999025-555","20200508_7.999025-555.pdf",1581,7766,Fretz_Format,3,True
"7.999027-570","20200508_7.999027-570.pdf",3173,10413,Fretz_Format,5,True
"702138-10.702142","20220520_702138-10.702142.pdf",200,10650,Unknown,20,True
"702139-702138","20220520_702139-702138.pdf",77,5340,Unknown,5,True
"702141-35831","20230823_35830-35831.pdf",4039,10077,IKAS_Normal,7,True
"70316-70317","20231109_70316-70317.pdf",854,7525,WinCan_Standard,6,True
"70317-70318","20231109_70317-70318.pdf",698,6614,WinCan_Standard,5,True
"704202-10.704203","20220522_704202-10.704203.pdf",50,5678,Unknown,5,True
"704207-10.704208","20220522_704207-10.704208.pdf",156,7194,Unknown,10,True
"7078-2979","20200609_7078-2979.pdf",1030,5442,Fretz_Format,8,True
"7118-7162","20230907_7118-7162.pdf",1455,6462,Fretz_Format,4,True
"71334-10.717335","20220520_71334-10.717335.pdf",167,6687,Unknown,13,True
"714450-30903","20220520_714450-30903.pdf",122,5417,Unknown,10,True
"7162-5754","20230908_7162-5754.pdf",1101,5837,Fretz_Format,3,True
"716915-690666","20220520_716915-690666.pdf",176,6374,Unknown,10,True
"7214-251783","20180613_07.251383-251783.pdf",220,4880,Fretz_Format,6,True
"727377-10.627375","20220520_727377-10.627375.pdf",47,5216,Unknown,7,True
"7282-6217","20180618_7282-6217.pdf",515,8670,Fretz_Format,13,True
"7283-3268","20200709_7283-3268.pdf",874,5674,Fretz_Format,2,True
"7284-7283","20200709_7284-7283.pdf",1446,5654,Fretz_Format,2,True
"7286-3803","20230907_7286-3803.pdf",1099,5802,Fretz_Format,3,True
"7316-7318","20230907_7316-7318.pdf",2132,9290,Fretz_Format,7,True
"7317-7316","20230907_7317-7316.pdf",2131,9677,Fretz_Format,8,True
"7318-7118","20230907_7318-7118.pdf",1374,6584,Fretz_Format,4,True
"73453-80981","20170522_73453-80981.pdf",428,5207,WinCan_Standard,2,True
"7364-7436","20230918_7364-7436.pdf",1493,8468,Fretz_Format,6,True
"7366-7429","20230921_7366-7429.pdf",931,8066,Fretz_Format,6,True
"7368-7616","20230918_7368-7616.pdf",966,8790,Fretz_Format,7,True
"7369-3283","20230915_7369-3283.pdf",1665,6139,Fretz_Format,3,True
"7370-7427","20230915_7370-7427.pdf",1535,6064,Fretz_Format,3,True
"7382-7623","20230905_7382-7623.pdf",1639,8503,Fretz_Format,7,True
"7383-7382","20230905_7383-7382.pdf",2712,15551,Fretz_Format,13,True
"7384-7383","20230905_7384-7383.pdf",2584,10108,Fretz_Format,9,True
"7400-3371","20200609_7400-3371.pdf",777,5003,Fretz_Format,7,True
"7401-7403","20200709_7401-7403.pdf",852,5771,Fretz_Format,2,True
"7402-7284","20200709_7402-7284.pdf",1344,5654,Fretz_Format,2,True
"7403-7402","20200709_7403-7402.pdf",985,5778,Fretz_Format,2,True
"7404-3571","20200609_7404-3571.pdf",1211,6762,Fretz_Format,12,True
"7426-7370","20230915_7426-7370.pdf",1583,6169,Fretz_Format,3,True
"7427-7428","20230915_7427-7428.pdf",3233,8558,Fretz_Format,5,True
"7428-7369","20230915_7428-7369.pdf",5672,13697,Fretz_Format,10,True
"7429-7368","20230918_7429-7368.pdf",1292,8697,Fretz_Format,7,True
"7431-7429","20230918_7431-7429.pdf",1195,9100,Fretz_Format,9,True
"7432-7431","20230918_7432-7431.pdf",1599,8758,Fretz_Format,6,True
"7433-7432","20230918_7433-7432.pdf",1327,8224,Fretz_Format,5,True
"743323-43377","20231026_743323-43377.pdf",803,9226,Fretz_Format,7,True
"7434-7433","20230918_7434-7433.pdf",970,8408,Fretz_Format,6,True
"7435-7434","20230918_7435-7434.pdf",1728,9002,Fretz_Format,7,True
"7435.01-7435","20230918_7435.01-7435.pdf",662,5452,Fretz_Format,2,True
"7436-7435","20230918_7436-7435.pdf",1348,7616,Fretz_Format,4,True
"74465-75092","20220516_74465-75092.pdf",451,9608,Fretz_Format,11,True
"74466-74470","20251002_74466-74470.pdf",1065,7867,Fretz_Format,7,True
"74467-74466","20251002_74467-74466.pdf",1090,7227,Fretz_Format,5,True
"74468-74469","20251002_74468-74469.pdf",1080,7389,Fretz_Format,5,True
"74469-74467","20251002_74469-74467.pdf",1049,6652,Fretz_Format,4,True
"74470-74471","20251002_74470-74471.pdf",1314,10139,Fretz_Format,9,True
"74471-84631","20251002_74471-84631.pdf",1044,11889,Fretz_Format,10,True
"7449-6065","20180612_7449-6065.pdf",1306,13879,Fretz_Format,19,True
"74513-80923","20251002_74513-80923.pdf",1159,10330,Fretz_Format,9,True
"747-492","20200508_747-492.pdf",1656,6478,Fretz_Format,2,True
"74717-74680","20240718_74717-74680.pdf",217,4318,WinCan_Standard,5,True
"75049-75092","20220516_75049-75092.pdf",1072,12592,Fretz_Format,15,True
"75092-77212","20220516_75092-77212.pdf",1016,11862,Fretz_Format,15,True
"75108-75303","20220516_75108-75303.pdf",1133,12073,Fretz_Format,15,True
"75144-06.71272","20220516_75144-06.71272.pdf",1543,16242,Fretz_Format,19,True
"75148-75201","20220516_75148-75201.pdf",397,7891,Fretz_Format,10,True
"75201-75303","20220516_75201-75303.pdf",749,10077,Fretz_Format,13,True
"75245-75561","20250923_75245-75561.pdf",883,4304,Fretz_Format,2,True
"75263-10.917987","20240320_75263-10_917787.pdf",757,6045,WinCan_Standard,5,True
"75266-75539","20251008_75266-75539.pdf",5674,50894,Fretz_Format,53,True
"75285-10.72233","20250923_75285-10.72233.pdf",1321,10247,Fretz_Format,7,True
"75303-75374","20220516_75303-75374.pdf",1339,16640,Fretz_Format,21,True
"75374-75049","20220516_75374-75049.pdf",742,9887,Fretz_Format,14,True
"7540-3803","20230912_7540-3803.pdf",2356,8908,Fretz_Format,10,True
"754001-754002","20200505_754001-754002.pdf",6035,20748,Fretz_Format,27,True
"755-756","20200508_755-756.pdf",2180,7453,Fretz_Format,3,True
"75539-06.71368","20251008_75539-06.71368.pdf",5681,57163,Fretz_Format,67,True
"75560-75623","20251008_75560-75623.pdf",1207,8384,Fretz_Format,8,True
"75561-75925","20250923_75561-75925.pdf",1038,6375,Fretz_Format,3,True
"756-758","20200508_756-758.pdf",1604,6371,Fretz_Format,3,True
"75623-75266","20251008_75623-75266.pdf",3167,27896,Fretz_Format,26,True
"759-760","20200508_759-760.pdf",911,5048,Fretz_Format,2,True
"75925-75926","20250923_75925-75926.pdf",1132,7385,Fretz_Format,5,True
"75926-75623","20250923_75926-75623.pdf",906,4706,Fretz_Format,2,True
"7594-7598","20230918_7594-7598.pdf",393,5208,Fretz_Format,2,True
"7598-7364","20230918_7598-7364.pdf",1560,13262,Fretz_Format,12,True
"760-547","20200508_760-547.pdf",1571,6342,Fretz_Format,2,True
"7602-7594","20230918_7602-7594.pdf",784,8900,Fretz_Format,7,True
"7605-7602","20230915_7605-7602.pdf",571,6161,Fretz_Format,3,True
"7607-7605","20230915_7607-7605.pdf",477,5872,Fretz_Format,3,True
"761-556","20200508_761-556.pdf",1479,5647,Fretz_Format,2,True
"7615-7607","20230915_7615-7607.pdf",580,6401,Fretz_Format,4,True
"7616-3283","20230921_7616-3283.pdf",1484,6270,Fretz_Format,4,True
"7620-3792","20230908_7620-3792.pdf",1889,7898,Fretz_Format,6,True
"7621-5695","20230905_7621-5695.pdf",2324,8822,Fretz_Format,8,True
"7622-7621","20230905_7622-7621.pdf",1763,7835,Fretz_Format,5,True
"7623-7622","20230905_7623-7622.pdf",3279,11838,Fretz_Format,11,True
"764-625","20200508_764-625.pdf",921,5456,Fretz_Format,2,True
"764125-6193","20180618_999051-6193.pdf",207,4345,Fretz_Format,4,True
"765-624","20200508_765-624.pdf",1181,5454,Fretz_Format,2,True
"76554-10.360226","20181001_76554-10.360226.pdf",72,4134,Unknown,6,True
"76566-10.360227","20181001_76554-10.360227.pdf",70,4005,Unknown,5,True
"766123-10924","20221205_Plan Winterhalte.pdf",6221,5789,Unknown,1,True
"76673-77021","20220516_76673-77021.pdf",1327,16195,Fretz_Format,21,True
"76710-77020","20220516_76710-77020.pdf",2771,33295,Fretz_Format,47,True
"76733-10.360223","20181001_76733-10.360223.pdf",70,4185,Unknown,5,True
"76748-76904","20220516_76748-76904.pdf",818,9719,Fretz_Format,12,True
"76771-339407","20181001_76771-339407.pdf",80,4142,Unknown,5,True
"76778-76780","20181001_76778-76780.pdf",82,4025,Unknown,3,True
"76787-10.861230","20181001_76787-10.861230.pdf",72,4428,Unknown,6,True
"76791-339395","20181001_76791-339395.pdf",74,3764,Unknown,3,True
"76827-76673","20220516_76827-76673.pdf",1442,17756,Fretz_Format,23,True
"76873-76827","20220516_76873-76827.pdf",1733,18186,Fretz_Format,22,True
"76879-76873","20220516_76879-76873.pdf",1761,18455,Fretz_Format,24,True
"76904-77827","20220516_76904-77827.pdf",2247,21804,Fretz_Format,26,True
"76913-10.694724","032351_Plan.pdf",112,2677,Unknown,1,True
"76914-76913","032351_Plan.pdf",112,2677,Unknown,1,True
"76928-76827","20220516_76928-76827.pdf",506,9799,Fretz_Format,13,True
"7695-7078","20200609_7695-7078.pdf",1085,6007,Fretz_Format,8,True
"76995-76904","20220516_76995-76904.pdf",719,10164,Fretz_Format,14,True
"76997-339394","20181001_76997-339394.pdf",66,4038,Unknown,4,True
"77020-77021","20220516_77020-77021.pdf",754,9428,Fretz_Format,11,True
"77021-06.694743","20220516_77021-06.694743.pdf",3574,34625,Fretz_Format,51,True
"7704-519144","20230921_7704-519144.pdf",637,7703,IKAS_Normal,7,True
"77060-75349","20220516_77060-75349.pdf",1401,15298,Fretz_Format,18,True
"77068-10.73089","20250918_77068-10.73089.pdf",1920,11365,Fretz_Format,10,True
"77083-10.73381","20250918_77083-10.73381.pdf",1503,8937,Fretz_Format,7,True
"77084-7.72346","20250918_77084-7.72346.pdf",1545,10203,Fretz_Format,9,True
"77087-77208","20250918_77087-77208.pdf",2848,21148,Fretz_Format,19,True
"77089-10.73380","20250918_77089-10.73380.pdf",1561,11341,Fretz_Format,12,True
"77192-77304","20250922_77192-77304.pdf",1302,7764,Fretz_Format,7,True
"77196-77299","20250919_77196-77299.pdf",1580,9562,Fretz_Format,8,True
"77198-77196","20250919_77198-77196.pdf",1223,8346,Fretz_Format,8,True
"77199-77198","20250919_77199-77198.pdf",1009,5503,Fretz_Format,4,True
"77208-77196","20250919_77208-77196.pdf",1528,10062,Fretz_Format,8,True
"77212-75349","20220516_77212-75349.pdf",1417,16348,Fretz_Format,19,True
"77255-10.72182","20250923_77255-10.72182.pdf",1329,10460,Fretz_Format,10,True
"77256-77321","20250919_77256-77321.pdf",2768,20273,Fretz_Format,16,True
"77269-77256","20250919_77269-77256.pdf",1762,11858,Fretz_Format,11,True
"77270-77274","20250923_77270-77274.pdf",1940,18022,Fretz_Format,20,True
"77274-10.241385","20250923_77274-10.241385.pdf",1228,8207,Fretz_Format,10,True
"77299-77269","20250919_77299-77269.pdf",3485,26291,Fretz_Format,21,True
"77304-77299","20250922_77304-77299.pdf",1188,7454,Fretz_Format,6,True
"77321-75560","20250919_77321-75560.pdf",3180,25603,Fretz_Format,30,True
"77346-77413","20250916_77346-77413.pdf",1102,8638,Fretz_Format,9,True
"77374-7.72092","20250918_77374-7.72092.pdf",1877,11700,Fretz_Format,9,True
"77379-77087","20250918_77379-77087.pdf",2653,19665,Fretz_Format,17,True
"77380-7.71961","20250919_77380-7.71961.pdf",1666,11125,Fretz_Format,11,True
"77381-77382","20140306_77381-77382.pdf",123,1734,IKAS_Normal,3,True
"77382-77379","20250918_77382-77379.pdf",1837,13086,Fretz_Format,13,True
"77388-345003","20250916_77388-345003.pdf",1173,7908,Fretz_Format,6,True
"77413-190549","2025016_77413-190549.pdf",1262,10396,Fretz_Format,11,True
"77424-10.72065","20250916_77424-10.72065.pdf",1157,6620,Fretz_Format,4,True
"7743-6293","20180615_7743-6293.pdf",305,6874,Fretz_Format,9,True
"77439-77600","20250916_77439-77600.pdf",935,5767,Fretz_Format,4,True
"7744-6217","20180618_7744-6217.pdf",2921,7013,Fretz_Format,10,True
"7745-6243","20180618_7745-6243.pdf",229,5670,Fretz_Format,6,True
"77453-77486","20250922_77453-77486.pdf",1595,12396,Fretz_Format,12,True
"7746-6158","20180620_7746-6158.pdf",1025,19070,Fretz_Format,26,True
"77460-77192","20250922_77460-77192.pdf",1394,8403,Fretz_Format,8,True
"77463-77620","20250922_77463-77620.pdf",1870,13504,Fretz_Format,11,True
"77481-77439","20250916_77481-77439.pdf",860,4670,Fretz_Format,2,True
"77486-77534","20250922_77486-77534.pdf",1260,8622,Fretz_Format,10,True
"7749-6096","20180702_7749-6096.pdf",526,5809,Fretz_Format,6,True
"77496-77486","20250922_77496-77486.pdf",1797,12576,Fretz_Format,11,True
"77499-77696","20140307_77499-77696.pdf",451,2775,IKAS_Normal,10,True
"77502-77499","20140307_77502-77499.pdf",218,2252,IKAS_Normal,5,True
"77503-77502","20250917_77503-77502.pdf",910,5635,Fretz_Format,5,True
"77506-905431","20250917_77506-905431.pdf",1057,7478,Fretz_Format,5,True
"77513-77506","20250917_77513-77506.pdf",1661,12052,Fretz_Format,10,True
"7752-7794","20180615_7752-7794.pdf",284,6527,Fretz_Format,8,True
"77534-77537","20250922_77534-77537.pdf",1168,6637,Fretz_Format,5,True
"77537-77540","20250922_77537-77540.pdf",1187,7232,Fretz_Format,6,True
"77540-77256","20250922_77540-77256.pdf",1165,7574,Fretz_Format,7,True
"77563-77460","20250922_77563-77460.pdf",1255,7634,Fretz_Format,6,True
"77569-187540","20250919_77569-187540.pdf",1430,9976,Fretz_Format,7,True
"77578-77589","20140306_77578-77589.pdf",496,2908,IKAS_Normal,12,True
"77589-77381","20140306_77589-77381.pdf",123,1729,IKAS_Normal,3,True
"77592-345003","20250917_77592-345003.pdf",1521,10241,Fretz_Format,8,True
"77596-10.691888","20250916_77596-10.691888.pdf",1215,7368,Fretz_Format,5,True
"77600-190550","20250916_77600-190550.pdf",2101,14819,Fretz_Format,13,True
"77608-7.72806","20250916_77608-7.72806.pdf",1182,7137,Fretz_Format,7,True
"77615-10.72969","20250915_77615-10.72969.pdf",1003,7514,Fretz_Format,6,True
"77620-77496","20250922_77620-77496.pdf",1808,12101,Fretz_Format,9,True
"77650-77578","20140306_77650-77578.pdf",455,2704,IKAS_Normal,10,True
"77653-77650","20250918_77653-77650.pdf",980,7471,Fretz_Format,7,True
"77654-77653","20140307_77654-77653.pdf",122,1685,IKAS_Normal,2,True
"77663-77841","20140306_77663-77841.pdf",393,2585,IKAS_Normal,9,True
"77668-341821","20250917_77668-341821.pdf",1734,12242,Fretz_Format,9,True
"77696-77654","20140307_77696-77654.pdf",191,2104,IKAS_Normal,4,True
"77771-599598","20231025_77771-599598.pdf",2976,11487,IKAS_Normal,9,True
"77775-75144","20220516_77775-75144.pdf",841,11506,Fretz_Format,15,True
"77801-78124","20231025_77801-78124.pdf",4472,13972,IKAS_Normal,12,True
"77802-77801","20231025_77802-77801.pdf",2313,11379,IKAS_Normal,9,True
"77807-77801","20231025_77807-77801.pdf",1879,8542,IKAS_Normal,5,True
"77827-06.71273","20220516_77827-06.71273.pdf",2288,22913,Fretz_Format,26,True
"77840-155226","20250917_77840-155226.pdf",1207,8192,Fretz_Format,7,True
"77841-77840","20250917_77841-77840.pdf",960,5112,Fretz_Format,4,True
"77936-06.71273","20231027_77936-06.71273.pdf",3870,16988,Fretz_Format,15,True
"7794-6267","20180615_7794-6267.pdf",486,9616,Fretz_Format,15,True
"78144-10.725823","20220706_78144-10.725823.pdf",301,5444,Fretz_Format,6,True
"78271-78144","20220706_78271-78144.pdf",610,7823,Fretz_Format,9,True
"783-847","20200508_783-847.pdf",1427,7010,Fretz_Format,3,True
"783896-07.783899","20201126_783896-07.783899.pdf",996,2393,IKAS_Caesar,0,False
"78444-77663","20140306_78444-77663.pdf",461,2967,IKAS_Normal,11,True
"7854-8149","20230914_7854-8149.pdf",1754,8082,Fretz_Format,6,True
"7859-7854","20230914_7859-7854.pdf",1857,6335,Fretz_Format,4,True
"78620-78623","20250915_78620-78623.pdf",883,4390,Fretz_Format,2,True
"78623-77600","20250916_78623-77600.pdf",2675,20716,Fretz_Format,17,True
"78629-7.72971","20250915_78629-7.72971.pdf",1300,8415,Fretz_Format,7,True
"78636-78674","20231025_78636-78674.pdf",2951,11431,IKAS_Normal,9,True
"7866-7859","20230914_7866-7859.pdf",11015,15197,Fretz_Format,17,True
"78661-79246","20231025_78661-79246.pdf",3646,14326,IKAS_Normal,14,True
"78668-78636","20231025_78668-78636.pdf",1976,9445,IKAS_Normal,6,True
"78674-488004","20231025_78674-488004.pdf",1968,9532,IKAS_Normal,7,True
"78743-78668","20231025_78743-78668.pdf",2354,10502,IKAS_Normal,9,True
"78801-78743","20231025_78801-78743.pdf",4508,15570,IKAS_Normal,15,True
"78803-78801","20231025_78803-78801.pdf",3184,13034,IKAS_Normal,9,True
"78839-10.87115","20251007_78839-10.87115.pdf",1669,10998,Fretz_Format,9,True
"789.01-90565","20240625_789.01-90565.pdf",1591,11516,Fretz_Format,14,True
"78936-76879","20220516_78936-76879.pdf",1097,12231,Fretz_Format,15,True
"78938-78936","20220516_78938-78936.pdf",789,9882,Fretz_Format,14,True
"78952-78938","20220516_78952-78938.pdf",847,10093,Fretz_Format,14,True
"78973-10.72479","20251007_78973-10.72479.pdf",1477,11454,Fretz_Format,11,True
"78983-10.638919","20251007_78983-10.638919.pdf",878,4460,Fretz_Format,2,True
"78985-10.87114","20251007_78985-10.87114.pdf",2310,20747,Fretz_Format,16,True
"78996-10.638918","20251007_78996-10.638918.pdf",1905,14883,Fretz_Format,14,True
"78998-79002","20251006_78998-79002.pdf",1669,11244,Fretz_Format,11,True
"79002-78973","20251007_79002-78973.pdf",3910,39787,Fretz_Format,41,True
"79011-79047","20220516_79011-79047.pdf",2283,21509,Fretz_Format,24,True
"79047-78952","20220516_79047-78952.pdf",1979,18817,Fretz_Format,24,True
"79223-79011","20220516_79223-79011.pdf",2534,23202,Fretz_Format,23,True
"79226-79011","20220516_79226-79011.pdf",1129,12618,Fretz_Format,15,True
"79323-79226","20220516_79323-79226.pdf",1207,12516,Fretz_Format,15,True
"79427-79323","20220516_79427-79323.pdf",1864,19184,Fretz_Format,23,True
"79477-180847","20220516_79477-180847.pdf",1088,11914,Fretz_Format,14,True
"79755-10.72428","20170609_79755-10.72428.pdf",591,4745,WinCan_Standard,2,True
"79760-79929","20180726_79760-79929.pdf",1501,8761,Fretz_Format,14,True
"79817-79815","20250114_79817-79815.pdf",5863,8490,Fretz_Format,8,True
"79823-79817","20250114_79823-79817.pdf",4849,7961,Fretz_Format,7,True
"79832-79823","20250114_79832-79823.pdf",7826,11541,Fretz_Format,11,True
"79872-79873","20170609_79872-79873.pdf",1671,7565,WinCan_Standard,3,True
"79873-10.323021","20170609_79873-10.323021.pdf",3292,13373,WinCan_Standard,6,True
"79875-79872","20170609_79875-79872.pdf",1125,6730,WinCan_Standard,3,True
"79878-79875","20170609_79878-79875.pdf",1148,6020,WinCan_Standard,3,True
"799-783","20200508_799-783.pdf",535,5136,Fretz_Format,2,True
"79929-79969","20180726_79929-79969.pdf",1065,7018,Fretz_Format,10,True
"79965-79972","20170612_79965-79972.pdf",1049,5999,WinCan_Standard,3,True
"79968-10.322240","20170613_79968-10.322240.pdf",920,6092,WinCan_Standard,3,True
"79969-80089","20180726_79969-80089.pdf",2229,11900,Fretz_Format,18,True
"79972-10.322239","20170612_79972-10.322239.pdf",2295,9404,WinCan_Standard,4,True
"79977-79968","20170613_79977-79968.pdf",874,4673,WinCan_Standard,2,True
"79979-10.72803","20240603_79979 - 10.72803.pdf",585,6384,Fretz_Format,6,True
"80039-79878","20170609_80039-79878.pdf",1465,6986,WinCan_Standard,3,True
"80043-80084","20211109_80043-80084.pdf",419,7772,Fretz_Format,8,True
"8007-3767","20200505_8007-3767.pdf",2283,9171,Fretz_Format,12,True
"8008-8007","20200505_8008-8007.pdf",2686,10350,Fretz_Format,13,True
"80089-81361","20180726_80089-81361.pdf",2524,12710,Fretz_Format,20,True
"8009-8008","20200505_8009-8008.pdf",2799,10508,Fretz_Format,12,True
"8010-8009","20200505_8010-8009.pdf",2220,9626,Fretz_Format,12,True
"80125-79979","20240603_80125-79979.pdf",463,5854,Fretz_Format,5,True
"80145-10.72158","20240604_80145-10.72158.pdf",379,12788,Fretz_Format,7,True
"80150-10.322247","20170609_80150-10.322247.pdf",2009,8437,WinCan_Standard,4,True
"803-606","20200508_803-606.pdf",1290,5455,Fretz_Format,2,True
"80397-80515","20250926_80397-80515.pdf",1046,5961,Fretz_Format,5,True
"804-803","20200508_804-803.pdf",1006,5356,Fretz_Format,2,True
"80409-80538","20250924_80409-80538.pdf",2225,17413,Fretz_Format,15,True
"80410-80742","20251003_80410-80742.pdf",1929,13206,Fretz_Format,12,True
"80439-80701","20250925_80439-80701.pdf",1402,8655,Fretz_Format,8,True
"80441-80704","20250926_80441-80704.pdf",951,5371,Fretz_Format,3,True
"80444-80497","20251003_80444-80497.pdf",2137,14338,Fretz_Format,13,True
"80452-80397","20250926_80452-80397.pdf",1367,8178,Fretz_Format,7,True
"80452-80444","20251003_80452-80444.pdf",1734,10898,Fretz_Format,7,True
"80454-80444","20251003_80454-80444.pdf",1600,10185,Fretz_Format,9,True
"80467-80409","20250925_80467-80409.pdf",2267,26800,Fretz_Format,31,True
"80494-80537","20250926_80494-80537.pdf",2229,14257,Fretz_Format,10,True
"80497-80410","20251003_80497-80410.pdf",2351,15873,Fretz_Format,14,True
"80515-80494","20250926_80515-80494.pdf",1059,5798,Fretz_Format,5,True
"80531-80575","20250926_80531-80575.pdf",1157,7004,Fretz_Format,4,True
"80534-80531","20250926_80534-80531.pdf",1039,5945,Fretz_Format,5,True
"80537-80534","20250926_80537-80534.pdf",1358,8221,Fretz_Format,7,True
"80538-80439","20250925_80538-80439.pdf",2789,22589,Fretz_Format,22,True
"80547-80409","20250924_80547-80409.pdf",2501,19464,Fretz_Format,18,True
"80551-80547","20250924_80551-80547.pdf",2087,14232,Fretz_Format,15,True
"80575-80701","20250926_80575-80701.pdf",1049,5362,Fretz_Format,3,True
"80585-80707","20250929_80585-80707.pdf",1784,10526,Fretz_Format,10,True
"80601-80844","20250929_80601-80844.pdf",1130,6960,Fretz_Format,5,True
"80613-80601","20250929_80613-80601.pdf",2180,15147,Fretz_Format,14,True
"80622-80874","20250930_80622-80874.pdf",2678,23004,Fretz_Format,22,True
"80628-80622","20250930_80628-80622.pdf",1258,8245,Fretz_Format,6,True
"80631-80551","20250924_80631-80551.pdf",1432,10498,Fretz_Format,8,True
"80635-80631","20250925_80635-80631.pdf",1220,8602,Fretz_Format,7,True
"80638-80631","20250924_80638-80631.pdf",1233,8002,Fretz_Format,6,True
"80640-80638","20250924_80640-80638.pdf",860,4440,Fretz_Format,2,True
"80659-80801","20250929_80659-80801.pdf",848,5022,Fretz_Format,5,True
"80671-80658","20250930_80671-80658.pdf",1477,11816,Fretz_Format,12,True
"80685-80706","20250926_80685-80706.pdf",1450,9761,Fretz_Format,7,True
"80697-80685","20250926_80697-80685.pdf",1135,8388,Fretz_Format,7,True
"807-803","20200508_807-803.pdf",1868,5713,Fretz_Format,2,True
"80701-80685","20250926_80701-80685.pdf",1565,10606,Fretz_Format,9,True
"80704-80697","20250926_80704-80697.pdf",908,5441,Fretz_Format,4,True
"80706-80707","20250926_80706-80707.pdf",1325,7457,Fretz_Format,5,True
"80722-80783","20250929_80722-80783.pdf",954,5709,Fretz_Format,5,True
"80742-80746","20251003_80742-80746.pdf",1575,9636,Fretz_Format,8,True
"80746-80747","20251003_80746-80747.pdf",1179,7202,Fretz_Format,6,True
"80747-80952","20251003_80747-80952.pdf",2859,20217,Fretz_Format,17,True
"80789-80792","20250929_80789-80792.pdf",988,7350,Fretz_Format,5,True
"80792-80722","20250929_80792-80722.pdf",1111,7164,Fretz_Format,6,True
"80801-80806","20250929_80801-80806.pdf",904,5619,Fretz_Format,5,True
"80806-80808","20250929_80806-80808.pdf",1022,7326,Fretz_Format,5,True
"80808-80792","20250929_80808-80792.pdf",1226,7668,Fretz_Format,6,True
