haltung,pdf_file,pdf_kb,text_len,format,entries,readable
"35881-35882","20190517_35881-35882.pdf",1179,10223,Fretz_Format,4,True
"35882-35883","20190517_35882-35883.pdf",961,6579,Fretz_Format,2,True
"35883-35884","20190517_35883-35884.pdf",2406,8360,Fretz_Format,3,True
"35885-35887","20190517_35885-35887.pdf",1425,5484,Fretz_Format,2,True
"35886-35897","20180816_35886-35897.pdf",1452,5606,Fretz_Format,4,True
"35888-35889","20190517_35888-35889.pdf",2507,7916,Fretz_Format,3,True
"35889-35890","20190517_35889-35890.pdf",1528,7701,Fretz_Format,3,True
"35890-35891","20190517_35890-35891.pdf",750,6239,Fretz_Format,2,True
"35891-35892","20190517_35891-35892.pdf",1247,7755,Fretz_Format,3,True
"35892-35893","20190517_35892-35893.pdf",896,5364,Fretz_Format,2,True
"35893-35894","20190517_35893-35894.pdf",758,6246,Fretz_Format,2,True
"35894-35895","20190517_35894-35895.pdf",788,5316,Fretz_Format,2,True
"35895-35896","20190517_35895-35896.pdf",1522,6816,Fretz_Format,3,True
"35896-35898","20190517_35896-35898.pdf",845,6169,Fretz_Format,2,True
"35897-35908","20180816_35897-35908.pdf",2112,6352,Fretz_Format,6,True
"35898-35899","20190517_35898-35899.pdf",1258,5637,Fretz_Format,2,True
"35899-35900","20190517_35899-35900.pdf",1112,5739,Fretz_Format,2,True
"35900-35901","20190517_35900-35901.pdf",1099,5931,Fretz_Format,2,True
"35901-35902","20190517_35901-35902.pdf",767,6195,Fretz_Format,2,True
"35902-35903","20190517_35902-35903.pdf",1370,6578,Fretz_Format,3,True
"35903-35904","20190517_35903-35904.pdf",1181,5505,Fretz_Format,2,True
"35904-35905","20190517_35904-35905.pdf",1195,5312,Fretz_Format,2,True
"35906-35907","20190517_35906-35907.pdf",2572,7077,Fretz_Format,3,True
"35907-35909","20190517_35907-35909.pdf",1215,5312,Fretz_Format,2,True
"35908-35919","20180816_35908-35919.pdf",1861,6204,Fretz_Format,5,True
"35909-35910","20190517_35909-35910.pdf",2843,9251,Fretz_Format,3,True
"35912-35913","20190605_35912-35913.pdf",1335,5495,Fretz_Format,2,True
"35913-35914","20190605_35913-35914.pdf",892,5773,Fretz_Format,2,True
"35914-35915","20190605_35914-35915.pdf",1472,5603,Fretz_Format,2,True
"35915-35916","20190605_35915-35916.pdf",1314,5519,Fretz_Format,2,True
"35916-35917","20190605_35916-35917.pdf",1184,6095,Fretz_Format,2,True
"35917-35918","20190605_35917-35918.pdf",1685,5765,Fretz_Format,2,True
"35918-35920","20190605_35918-35920.pdf",2135,6857,Fretz_Format,3,True
"35919-36384","20180816_35919-36384.pdf",1136,4734,Fretz_Format,3,True
"35920-35921","20190605_35920-35921.pdf",1913,7592,Fretz_Format,3,True
"35921-35922","20190605_35921-35922.pdf",2248,7061,Fretz_Format,3,True
"35922-36389","20190605_35922-36389.pdf",1121,6320,Fretz_Format,2,True
"35925-36946","20190605_35925-36946.pdf",1521,6492,Fretz_Format,2,True
"35933-36716","20180516_35933-36716.pdf",1527,6394,Fretz_Format,6,True
"35948-690290","20211111_35948-690290.pdf",345,6418,Fretz_Format,8,True
"35950-35951","20220522_35950-35951.pdf",158,9383,Unknown,14,True
"35951-35845","20220522_35951-35845.pdf",47,5800,Unknown,7,True
"35952-35951","20220522_35952-35951.pdf",157,9652,Unknown,13,True
"35975-28947","20230823_35975-28947.pdf",5444,10093,IKAS_Normal,8,True
"35976-35977","20230928_35976-35977.pdf",6052,11047,IKAS_Normal,7,True
"35977-36598","20230823_35977-36598.pdf",3786,8025,IKAS_Normal,4,True
"35978-35979","20230825_35978-35979.pdf",8007,13870,IKAS_Normal,14,True
"35979-35787","20230825_35979-35787.pdf",5797,11018,IKAS_Normal,8,True
"35982-35595","20180430_35982-35595.pdf",816,4724,Fretz_Format,4,True
"35996-35183","20180430_35996-35183.pdf",1126,5219,Fretz_Format,4,True
"35997-36216","20230515_35997-36216.pdf",575,11605,Fretz_Format,8,True
"36010-29069","20230515_36010-29069.pdf",1327,8435,Fretz_Format,7,True
"36011-36080","202305015_36011-36080.pdf",1089,15343,Fretz_Format,15,True
"36016-35595","20180430_36016-35595.pdf",1046,5184,Fretz_Format,4,True
"36017-29069","20230515_36017-29069.pdf",937,5921,Fretz_Format,3,True
"36021-35586","20180523_36021-35586.pdf",1185,5214,Fretz_Format,4,True
"36022-36021","20180523_36022-36021.pdf",1945,7329,Fretz_Format,7,True
"36036-35831","20220520_36036-35831.pdf",111,6879,Unknown,11,True
"36041-10.706675","20220520_36041-10.706675.pdf",196,11210,Unknown,15,True
"36045-35831","20220520_36045-35831.pdf",83,6963,Unknown,10,True
"36047-35774","20230327_36047-35774.pdf",1275,12152,Fretz_Format,10,True
"36055-7.24992","20230615_36055-7.24992.pdf",3872,13886,Fretz_Format,11,True
"36075-36086","20230515_36075-36086.pdf",760,6115,Fretz_Format,4,True
"36076-36075","20230515_36076-36075.pdf",689,5419,Fretz_Format,2,True
"36077-36075","20230515_36077-36075.pdf",1820,10818,Fretz_Format,9,True
"36080-36086","20230515_36080-36086.pdf",8753,24543,Fretz_Format,23,True
"36083-35181","20180430_36083-35181.pdf",2666,8592,Fretz_Format,9,True
"36086-35161","20180523_36086-35161.pdf",7172,14829,Fretz_Format,17,True
"36110-35853","20230822_36110-35853.pdf",16098,25728,IKAS_Normal,25,True
"36114-690287","20220520_36114-690287.pdf",467,11002,Unknown,14,True
"36161-690270","20220520_36161-690270.pdf",632,19988,Unknown,29,True
"36166-35831","20230823_36166-35831.pdf",19840,28809,IKAS_Normal,33,True
"36178-35510","20180523_36178-35510.pdf",1079,6476,Fretz_Format,7,True
"36189-690268","20220522_36189-690268.pdf",191,10073,Unknown,18,True
"36190-10.705444","20220522_36190-10.705444.pdf",129,8605,Unknown,14,True
"36210-690266","20220522_36210-690266.pdf",138,8502,Unknown,15,True
"36215-35511","20180523_36215-35511.pdf",617,4753,Fretz_Format,5,True
"36216-7.24603","202305015_36216-7.24603.pdf",1229,6704,Fretz_Format,3,True
"36217-10.627382","20220522_36217-10.627382.pdf",106,7584,Unknown,11,True
"36233-36239","20250411_36233-36239.pdf",734,6889,WinCan_Standard,7,True
"36239-10.137053","20230823_36239-10.137053.pdf",35762,45704,IKAS_Normal,54,True
"36286-32148","20230901_36286-32148.pdf",23258,43609,IKAS_Normal,50,True
"36301-35776","20230828_36301-35776.pdf",838,11837,IKAS_Normal,8,True
"36307-35179","20180430_36307-35179.pdf",1434,6163,Fretz_Format,7,True
"36319-36357","20230822_36319-36357.pdf",2174,8300,IKAS_Normal,5,True
"36341-690279","20220520_36341-690279.pdf",370,16316,Unknown,23,True
"36342-690280","20220520_36342-690280.pdf",126,8189,Unknown,13,True
"36351-680278","20220520_36351-680278.pdf",357,11485,Unknown,16,True
"36353-690276","20220520_36353-690276.pdf",98,7079,Unknown,12,True
"36357-28421","20230822_36357-28421.pdf",983,5518,IKAS_Normal,2,True
"36375-10.716486","20220522_36375-10.716486.pdf",214,11594,Unknown,18,True
"36376-36600","20180516_36376-36600.pdf",1603,6678,Fretz_Format,5,True
"36377-36376","20180516_36377-36376.pdf",2292,7098,Fretz_Format,7,True
"36378-36377","20180516_36378-36377.pdf",3060,8958,Fretz_Format,9,True
"36379-36378","20180516_36379-36378.pdf",1373,6426,Fretz_Format,6,True
"36380-36379","20180516_36380-36379.pdf",1992,7094,Fretz_Format,7,True
"36381-37475","20180816_36381-37475.pdf",2349,6706,Fretz_Format,6,True
"36382-36380","20180516_36382-36380.pdf",1963,7299,Fretz_Format,7,True
"36383-36382","20180516_36383-36382.pdf",2663,8978,Fretz_Format,9,True
"36384-36381","20180816_36384-36381.pdf",1219,4939,Fretz_Format,4,True
"36385-36392","20190618_36385-36392.pdf",1815,6448,Fretz_Format,8,True
"36386-36385","20190618_36386-36385.pdf",1084,5157,Fretz_Format,7,True
"36387-36386","20190618_36387-36386.pdf",1137,5071,Fretz_Format,7,True
"36388-36391","20190618_36388-36391.pdf",1978,7529,Fretz_Format,10,True
"36389-36388","20190605_36389-36388.pdf",917,6300,Fretz_Format,2,True
"36390-36391","20190618_36390-36391.pdf",856,5879,Fretz_Format,6,True
"36391-36387","20190618_36391-36387.pdf",1889,6417,Fretz_Format,8,True
"36392-36393","20190417_36392-36393.pdf",2715,7141,Fretz_Format,3,True
"36393-36394","20190417_36393-36394.pdf",2273,6688,Fretz_Format,3,True
"36394-36395","20190417_36394-36395.pdf",1164,5079,Fretz_Format,2,True
"36395-36396","20190417_36395-36396.pdf",1225,5312,Fretz_Format,2,True
"36396-36397","20180516_36396-36397.pdf",1517,6306,Fretz_Format,6,True
"36397-36398","20180516_36397-36398.pdf",1666,6380,Fretz_Format,5,True
"36398-36399","20180516_36398-36399.pdf",2171,7019,Fretz_Format,6,True
"36399-36383","20180516_36399-36383.pdf",2994,9132,Fretz_Format,9,True
"36424-36467","20230818_36424-36467.pdf",378,6743,IKAS_Normal,4,True
"36428-36464","20230818_36428-36464.pdf",5030,15022,IKAS_Normal,15,True
"36434-690282","20220520_36434-690282.pdf",148,7817,Unknown,13,True
"36435-36434","20220520_36435-36434.pdf",306,9283,Unknown,12,True
"36437-36434","20220520_36437-36434_1.pdf",484,14521,Unknown,20,True
"36444-36655","20230809_36444-36655.pdf",31541,10267,IKAS_Normal,7,True
"36450-36448","20230824_36450-36448.pdf",1937,7605,IKAS_Normal,4,True
"36456-36461","20180516_36456-36461.pdf",3148,9197,Fretz_Format,10,True
"36457-35946","20180516_36457-35946.pdf",5986,13787,Fretz_Format,14,True
"36464-36467","20230818_36464-36467.pdf",1853,7625,IKAS_Normal,4,True
"36467-10.999003","20230818_36467-10.999003.pdf",4717,15174,IKAS_Normal,13,True
"36468-7.25855","20230818_36468-7.25855.pdf",1467,19073,IKAS_Normal,18,True
"36472-29462","20230822_36472-29462.pdf",1494,5752,IKAS_Normal,2,True
"36481-35897","20180430_36481-35897.pdf",1787,6716,Fretz_Format,6,True
"36482-36481","20180430_36482-36481.pdf",1743,6502,Fretz_Format,5,True
"36483-36482","20180430_36483-36482.pdf",1153,5154,Fretz_Format,4,True
"36484-36483","20180430_36484-36483.pdf",1498,6121,Fretz_Format,6,True
"36485-36484","20180430_36485-36484.pdf",1315,5176,Fretz_Format,4,True
"36486-36485","20180430_36486-36485.pdf",4152,10861,Fretz_Format,14,True
36506-35702,,0,0,NoPdf,0,False
"36510 - 36906","20190618_36510 - 36906.pdf",5262,11914,Fretz_Format,15,True
"36513-7.26812","20180516_36513-7.26812.pdf",2502,8504,Fretz_Format,9,True
"36533-35836","20220520_36533-35836.pdf",348,11048,Unknown,18,True
"36547-36398","20180516_36547-36398.pdf",2401,8349,Fretz_Format,11,True
"36573-35898","20190517_36573-35898.pdf",510,5493,Fretz_Format,2,True
"36582-35874","20190515_36582-35874 DP.pdf",471,0,Scan_or_Empty,0,False
"36598-35978","20230823_36598-35978.pdf",7664,12238,IKAS_Normal,9,True
"36600-36765","20180516_36600-36765.pdf",2137,7042,Fretz_Format,6,True
"36602-36979","20230828_36602-36979.pdf",730,11791,IKAS_Normal,12,True
"36626-874138","20190618_36626-7.25050.pdf",13250,20774,Fretz_Format,28,True
"36633-35714","20220522_36633-35714.pdf",196,9804,Unknown,13,True
"36648-36796","20230824_36648-36796.pdf",1853,7954,IKAS_Normal,4,True
"36655-36656","20230809_36655-36656.pdf",31606,11081,IKAS_Normal,8,True
"36656-690277","20220520_36656-690277.pdf",83,6699,Unknown,11,True
"36659-36434","20220520_36659-36434.pdf",563,17572,Unknown,20,True
"36662-34839","20230817_36662-34839.pdf",2318,9474,IKAS_Normal,8,True
"36664-1029857","20250130_36664-1029857.pdf",953,10742,Fretz_Format,10,True
"36676-35530","20230615_36676-35530.pdf",2566,12708,Fretz_Format,13,True
"36677-7.24655","20230615_36677-7.24655.pdf",1732,9616,Fretz_Format,11,True
"36679-7.25858","20230615_36679-7.25858.pdf",1139,8472,Fretz_Format,6,True
"36682-35546","20190417_36682-35546.pdf",1592,7393,Fretz_Format,3,True
"36688-36486","20180430_36688-36486.pdf",4857,10542,Fretz_Format,10,True
"36690-36688","20180430_36690-36688.pdf",1837,6238,Fretz_Format,5,True
"36712-35756","20230825_36712-35756.pdf",5350,10607,IKAS_Normal,6,True
"36716-36901","20180516_36716-36901.pdf",3251,12366,Fretz_Format,17,True
"36720-35918","20190605_36720-35918.pdf",1036,6339,Fretz_Format,2,True
"36724-36726","20190417_36724-36726.pdf",3924,9895,Fretz_Format,5,True
"36726-35552","20190417_36726-35552.pdf",2523,10530,Fretz_Format,4,True
"36727-35895","20190517_36727-35895.pdf",689,5417,Fretz_Format,2,True
"36729-35576","20180523_36729-35576.pdf",1234,6821,Fretz_Format,8,True
"36731-36729","20180523_36731-36729.pdf",881,5214,Fretz_Format,4,True
"36744-32891","20190605_36744-32891.pdf",2876,8640,Fretz_Format,3,True
"36752-36573","20190517_36752-36573.pdf",396,5711,Fretz_Format,2,True
"36753-36752","20190517_36753-36752.pdf",612,6065,Fretz_Format,2,True
"36765-14.24354","20180516_36765-14.24354.pdf",597,4499,Fretz_Format,4,True
"36766-36767","20180430_36766-36767.pdf",1623,6116,Fretz_Format,6,True
"36786-7.27077","20180516_36786-7.27077.pdf",2098,7943,Fretz_Format,8,True
"36792-36456","20180516_36792-36456.pdf",7604,17782,Fretz_Format,26,True
"36795-7.25754","20190417_36795-7.25754.pdf",1565,7375,Fretz_Format,3,True
"36796-36712","20230824_36796-36712.pdf",2437,9192,IKAS_Normal,6,True
"36798-10.675988","20211110_36798-10.675988.pdf",283,5726,Fretz_Format,5,True
"36798-7.24724","20190417_36798-7.24724.pdf",1118,5512,Fretz_Format,2,True
"36805-109721","20180424_36805-109721.pdf",1617,6847,Fretz_Format,8,True
"36809-36813","20180426_36809-36813.pdf",1350,6545,Fretz_Format,6,True
"36888-36984","20230824_36888-36984.pdf",3671,11922,IKAS_Normal,9,True
"36901-7.25837","20180516_36901-7.25837.pdf",1774,6481,Fretz_Format,8,True
"36906-35532","20190618_36906-35532.pdf",4705,10183,Fretz_Format,15,True
"36914-36744","20190605_36914-36744.pdf",1006,6323,Fretz_Format,2,True
"36915-35531","20230615_36915-35531.pdf",1154,7857,Fretz_Format,5,True
"36919-35530","20190618_36919-35530.pdf",7417,16754,Fretz_Format,20,True
"36939-35600","20190605_36939-35600.pdf",3628,10194,Fretz_Format,4,True
"36940-7.25859","20230615_36940-7.25859.pdf",4356,15350,Fretz_Format,11,True
"36946-36993","20190605_36946-36993.pdf",1758,7507,Fretz_Format,3,True
"36964-36720","20190605_36964-36720.pdf",940,5738,Fretz_Format,2,True
"36966-32891","20190605_36966-32891.pdf",2039,7608,Fretz_Format,3,True
"36969-7.25355","20230615_36969-7.25355.pdf",1387,7857,Fretz_Format,5,True
"36979-35640","20230828_36979-35640.pdf",1966,23891,IKAS_Normal,24,True
"36984-36450","20230824_36984-36450.pdf",1353,7718,IKAS_Normal,4,True
"36988-29128","20190605_36988-29128.pdf",6935,13297,Fretz_Format,6,True
"36993-35920","20190605_36993-35920.pdf",1078,5202,Fretz_Format,2,True
"37016-37023","20180424_37016-37023.pdf",1656,6772,Fretz_Format,8,True
"37023-178859","20180424_37023-178859.pdf",758,4663,Fretz_Format,3,True
"37057-37300","20180424_37057-37300.pdf",1298,5187,Fretz_Format,4,True
"37063-37583","20180424_37063-37583.pdf",6069,10912,Fretz_Format,13,True
"3707-5295","20200609_3707-5295.pdf",969,5521,Fretz_Format,6,True
"3711-3712","20200609_3711-3712.pdf",1195,6033,Fretz_Format,8,True
"3712-3494","20200609_3712-3494.pdf",1438,5606,Fretz_Format,9,True
"3723-3722","20200609_3723-3722.pdf",923,6019,Fretz_Format,8,True
"37264-37265","20180424_37264-37265.pdf",886,5069,Fretz_Format,5,True
"37265-37266","20180424_37265-37266.pdf",1340,6900,Fretz_Format,8,True
"37266-37267","20180424_37266-37267.pdf",984,6112,Fretz_Format,5,True
"37267-37268","20180424_37267-37268.pdf",928,4917,Fretz_Format,4,True
"37268-37398","20180424_37268-37398.pdf",1636,6536,Fretz_Format,8,True
"37300-37301","20180424_37300-37301.pdf",2497,8305,Fretz_Format,7,True
"37301-37302","20180424_37301-37302.pdf",2612,8214,Fretz_Format,6,True
"37302-37473","20180424_37302-37473.pdf",2424,8627,Fretz_Format,7,True
"37303-37304","20180816_37303-37304.pdf",2060,6488,Fretz_Format,6,True
"37304-37470","20180816_37304-37470.pdf",2067,6533,Fretz_Format,6,True
"37397-37403","20180816_37397-37403.pdf",2502,7845,Fretz_Format,7,True
"37398-37532","20180424_37398-37532.pdf",1186,5040,Fretz_Format,4,True
"37399-37400","20180424_37399-37400.pdf",1108,5188,Fretz_Format,4,True
"37400-37401","20180424_37400-37401.pdf",1765,6575,Fretz_Format,5,True
"37401-37304","20180424_37401-37304.pdf",637,4533,Fretz_Format,4,True
"37402-37507","20180424_37402-37507.pdf",1281,5215,Fretz_Format,4,True
"37403-37303","20180816_37403-37303.pdf",3000,7840,Fretz_Format,7,True
"37404-37405","20180424_37404-37405.pdf",1189,5153,Fretz_Format,4,True
"37406-37407","20180424_37406-37407.pdf",677,4761,Fretz_Format,5,True
"37407-37408","20180424_37407-37408.pdf",1218,5188,Fretz_Format,4,True
"37408-37409","20180424_37408-37409.pdf",1740,6484,Fretz_Format,5,True
"37409-37057","20180424_37409-37057.pdf",1108,5151,Fretz_Format,4,True
"37470-37471","20180816_37470-37471.pdf",2204,6374,Fretz_Format,6,True
"37471-37472","20180816_37471-37472.pdf",1446,5828,Fretz_Format,4,True
"37472-37473","20180816_37472-37473.pdf",843,4233,Fretz_Format,3,True
"37473-37476","20180816_37473-37476.pdf",1172,4535,Fretz_Format,4,True
"37474-37397","20180816_37474-37397.pdf",1663,6335,Fretz_Format,6,True
"37475-37474","20180816_37475-37474.pdf",2930,7940,Fretz_Format,7,True
"37476-7.27328","20180816_37476-7.27328.pdf",2074,6151,Fretz_Format,6,True
"37478-37514","20180424_37478-37514.pdf",1033,6287,Fretz_Format,7,True
"37487-37478","20180424_37487-37478.pdf",1634,6753,Fretz_Format,7,True
"37488-7.27327","20180424_37488-7.27327.pdf",3290,12774,Fretz_Format,21,True
"37490-37488","20180424_37490-37488.pdf",6521,18568,Fretz_Format,24,True
"37507-37404","20180424_37507-37404.pdf",1232,5058,Fretz_Format,4,True
"37514-37407","20180424_37514-37407.pdf",792,4690,Fretz_Format,4,True
"37532-37399","20180424_37532-37399.pdf",1710,6371,Fretz_Format,5,True
"37543-37487","20180424_37543-37487.pdf",692,4988,Fretz_Format,4,True
"37555-7.27319","20180424_37555-7.27319.pdf",2480,9021,Fretz_Format,10,True
"3758-3158","20200609_3758-3158.pdf",2125,5819,Fretz_Format,9,True
"37583-37555","20180424_37583-37555.pdf",5949,12207,Fretz_Format,15,True
"3770-2111","20180314_3770-2111.pdf",4910,15043,Fretz_Format,19,True
"3771-3770","20230908_3771-3770.pdf",3441,10332,Fretz_Format,7,True
"3776-3771","20230908_3776-3771.pdf",2098,7897,Fretz_Format,4,True
"3779-3776","20230908_3779-3776.pdf",2066,7054,Fretz_Format,3,True
"3780-3779","20230911_3780-3779.pdf",1979,2463,Fretz_Format,0,False
"3788-3779","20230908_3788-3779.pdf",1635,6165,Fretz_Format,3,True
"3789-3788","20230908_3789-3788.pdf",1659,6165,Fretz_Format,3,True
"3791-3789","20230908_3791-3789.pdf",1397,5914,Fretz_Format,3,True
"3792-3791","20230908_3792-3791.pdf",866,5478,Fretz_Format,4,True
"379238-379250","20210909_379238-379250.pdf",588,1833,IKAS_Caesar,0,False
"379240-379239","20210909_379240-379239.pdf",662,1821,IKAS_Caesar,0,False
"379245-379247","202110909_379245-379247.pdf",751,1864,IKAS_Caesar,0,False
"379247-379253","20210909_379247-379253.pdf",785,1867,IKAS_Caesar,0,False
"379253-1242","20210909_379253-1242.pdf",747,1831,IKAS_Caesar,0,False
"3795-7620","20230908_3795-7620.pdf",1450,6440,Fretz_Format,4,True
"3797-7.3801","20230927_3797-7.3801.pdf",4933,12588,Fretz_Format,13,True
"3798-999001","20230911_3798-999001.pdf",9409,30636,Fretz_Format,39,True
"3800-3798","20230911_3800-3798.pdf",2512,9558,Fretz_Format,10,True
"3802-2000","20230907_3802-2000.pdf",1437,7898,Fretz_Format,5,True
"3803-3802","20230907_3803-3802.pdf",1682,8489,Fretz_Format,6,True
"3804-7286","20230907_3804-7286.pdf",1239,6420,Fretz_Format,4,True
"3805-3802","20230912_3805-3802.pdf",2275,9527,Fretz_Format,11,True
"3807-3805","20230912_3807-3805.pdf",2070,7798,Fretz_Format,4,True
"3810-3807","20230912_3810-3807.pdf",1335,6353,Fretz_Format,4,True
"3839-6.8361","20230911_3839-6.8361.pdf",3227,12287,Fretz_Format,13,True
"386227-80538","20250925_386227-80538.pdf",980,9475,Fretz_Format,11,True
"386241-386227","20250925_386241-386227.pdf",2085,17121,Fretz_Format,13,True
"386243-386241","20250925_386243-386241.pdf",1022,6882,Fretz_Format,5,True
"386244-386243","20250925_386244-386243.pdf",956,5566,Fretz_Format,3,True
"386245-386244","20250925_386245-386244.pdf",932,5384,Fretz_Format,3,True
"3914-3838","20180703_3914-3838.pdf",527,8315,Fretz_Format,13,True
"3915-06.8361","20230907_3915-06.8361.pdf",2029,8952,Fretz_Format,7,True
"3916-3915","20230907_3916-3915.pdf",3880,9651,Fretz_Format,9,True
"3916-7.7556","20230907_3916-7.7556.pdf",6186,13745,Fretz_Format,9,True
"3924-3916","20230906_3924-3916.pdf",1075,3395,Fretz_Format,4,True
"3924-7.7557","20230907_3924-7.7557.pdf",3916,10983,Fretz_Format,9,True
"3934-3924","20230906_3934-3924.pdf",2561,4847,Fretz_Format,7,True
"3934-7.7559","20230908_3934-7.7559.pdf",4769,13256,Fretz_Format,10,True
"3944-3934","20230906_3944-3934.pdf",246,2038,Fretz_Format,2,True
"397-400","20110117_397-400.pdf",748,0,Scan_or_Empty,0,False
"399-672","20200508_399-672.pdf",2006,6937,Fretz_Format,3,True
"400-399","20200508_400-399.pdf",1766,5948,Fretz_Format,2,True
"406-397","20200508_406-397.pdf",664,4505,Fretz_Format,2,True
"408-406","20200508_408-406.pdf",1096,5334,Fretz_Format,2,True
"4166-4190","20200709_4166-4190.pdf",1293,5996,Fretz_Format,2,True
"4190-3265","20200709_4190-3265.pdf",1265,6176,Fretz_Format,2,True
"4229-4640","20230921_4229-4640.pdf",879,8166,Fretz_Format,6,True
"4250-3266","20200709_4250-3266.pdf",738,5562,Fretz_Format,2,True
"4251-4250","20200709_4251-4250.pdf",1252,6176,Fretz_Format,2,True
"4279-4251","20200709_4279-4251.pdf",1066,5758,Fretz_Format,2,True
"4285-3267","20200709_4285-3267.pdf",1139,6313,Fretz_Format,2,True
"4306-7283","20200709_4306-7283.pdf",858,5807,Fretz_Format,2,True
"4353-4279","20200709_4353-4279.pdf",1254,6179,Fretz_Format,2,True
"4355-4353","20200709_4355-4353.pdf",1470,6428,Fretz_Format,2,True
"43661-44201","20230516_43661-44201.pdf",399,9286,Fretz_Format,8,True
"43683-43950","20230516_43683-43950.pdf",252,5962,Fretz_Format,3,True
"4400-3694","20230914_4400-3694.pdf",9282,27938,Fretz_Format,34,True
"44201-43683","20230516_44201-43683.pdf",258,5983,Fretz_Format,3,True
"442882-2670","20180314_442882-2670.pdf",1156,6081,Fretz_Format,5,True
"44434-579084","20200831_ 44434-579084.pdf",1208,7888,Unknown,8,True
"45084-45030","20250703_45084-45030.pdf",436,5654,WinCan_Standard,5,True
"45085-45619","20250703_45085-45619.pdf",511,5941,WinCan_Standard,7,True
"45201-45084","20250703_45201-45084.pdf",283,4162,WinCan_Standard,4,True
"45201-45085","20250703_45201-45085.pdf",534,6534,WinCan_Standard,7,True
"45346-3.45651","20230330_45346-3.45651.pdf",2824,6553,Fretz_Format,5,True
"45352-45353","20230323_45352-45353.pdf",463,5312,Fretz_Format,4,True
"45353-3.45650","20230330_45353-3.45650.pdf",5767,12776,Fretz_Format,12,True
"45428-45518","20230327_45428-45518.pdf",372,5290,Fretz_Format,4,True
"45518-45665","20230327_45518-45665.pdf",540,6016,Fretz_Format,5,True
"45520-45518","20230327_45520-45518.pdf",355,5255,Fretz_Format,4,True
"45531-45346","20230327_45531-45346.pdf",4207,10846,Fretz_Format,13,True
"45532-45428","20230327_45532-45428.pdf",594,5947,Fretz_Format,5,True
"45610-45665","20230327_45610-45665.pdf",971,6522,Fretz_Format,5,True
"45645-45518","20230327_45645-45518.pdf",407,5272,Fretz_Format,4,True
"458531-458529","20240620_458531-458529.pdf",403,6106,Fretz_Format,6,True
"4602-4603","20200709_4602-4603.pdf",2107,8304,Fretz_Format,3,True
"4603-7401","20200709_4603-7401.pdf",1504,6259,Fretz_Format,2,True
"463730-463732","20200903_463730-463732.pdf",2788,15496,Fretz_Format,6,True
"463732-463733","20200904_463732-463733.pdf",3521,15010,Fretz_Format,7,True
"463733-463734","20200904_463733-463734.pdf",907,6260,Fretz_Format,2,True
"463734-463735","20200904_463734-463735.pdf",1265,12597,Fretz_Format,5,True
"463735-463736","20200907_463735-463736.pdf",1164,7441,Fretz_Format,3,True
"463736-463737","20200907_463736-463737.pdf",1616,12889,Fretz_Format,5,True
"463737-344193","20200908_463737-344193_G.pdf",1263,12105,Fretz_Format,5,True
"4640-2594","20230921_4640-2594.pdf",1003,8168,Fretz_Format,5,True
"4688-7118","20230912_4688-7118.pdf",3791,14269,Fretz_Format,13,True
"470550-471747","20240823_470550-471747.pdf",181,1557,Unknown,1,True
"4711-3804","20230912_4711-3804.pdf",1953,8807,Fretz_Format,8,True
"4716-4711","20230912_4716-4711.pdf",1635,8357,Fretz_Format,6,True
"471747-472164","20240823_471747-472164.pdf",898,11521,Unknown,31,True
"472164-60192","20240823_472164-60192.pdf",279,2910,Unknown,5,True
"4728-4716","20230912_4728-4716.pdf",3820,11302,Fretz_Format,11,True
"476623-24284","20251112_476623-242584.pdf",1019,6520,Fretz_Format,7,True
"476794-242585","20221206_476794-242585.pdf",1264,10818,Fretz_Format,10,True
"4769-4728","20230911_4769-4728.pdf",7684,18760,Fretz_Format,20,True
"477-478","20200508_477-478.pdf",924,5889,Fretz_Format,2,True
"478-479","20200508_478-479.pdf",971,5455,Fretz_Format,2,True
"4789-6833","20230905_4789-6833.pdf",6501,15041,Fretz_Format,15,True
"479-687","20200508_479-687.pdf",928,5353,Fretz_Format,2,True
"484-492","20200508_484-492.pdf",915,5552,Fretz_Format,2,True
"485-493","20200508_485-493.pdf",3065,11433,Fretz_Format,6,True
"486-507","20200508_486-507.pdf",885,5527,Fretz_Format,2,True
"488-486","20200508_488-486.pdf",1568,7107,Fretz_Format,3,True
"488004-78661","20231025_488004-78661.pdf",1994,10934,IKAS_Normal,7,True
"488029-599584","20231025_488029-599584.pdf",3126,13132,IKAS_Normal,9,True
"488031-78674","20231025_488031-78674.pdf",3995,15407,IKAS_Normal,14,True
"489-10.929","20200508_489-10.929.pdf",3302,13864,Fretz_Format,6,True
"492-486","20200508_492-486.pdf",1184,7200,Fretz_Format,3,True
"493-531","20200508_493-531.pdf",4060,9545,Fretz_Format,5,True
"50152-13.50266","20211216_50152-13.50266.pdf",179,6858,Fretz_Format,6,True
"50163-50152","20211216_50163-50152.pdf",267,10066,Fretz_Format,10,True
"502-505","20200508_502-505.pdf",916,5332,Fretz_Format,2,True
"503-512","20200508_503-512.pdf",787,5835,Fretz_Format,2,True
"504-503","20200508_504-503.pdf",748,5283,Fretz_Format,2,True
"505-10.999022","20200508_505-10.999022.pdf",962,5719,Fretz_Format,2,True
"506-532","20200508_506-532.pdf",1329,6382,Fretz_Format,2,True
"507-506","20200508_507-506.pdf",981,5867,Fretz_Format,2,True
